RM,Ano,Produto,Valor_Venda
Região Metropolitana de Natal,2018,DIESEL,3.5721738437001425
Região Metropolitana de Natal,2018,DIESEL S10,3.7040462427745586
Região Metropolitana de Natal,2018,ALCOOL,3.474983536909197
Região Metropolitana de Natal,2018,GASOLINA,4.405718117408914
Região Metropolitana de Natal,2018,GNV,3.1960819672131007
Região Metropolitana de Natal,2019,DIESEL,3.719201201201197
Região Metropolitana de Natal,2019,DIESEL S10,3.8513728448275626
Região Metropolitana de Natal,2019,ALCOOL,3.609748387096732
Região Metropolitana de Natal,2019,GASOLINA,4.474107421874951
Região Metropolitana de Natal,2019,GNV,3.5822836676217835
Região Metropolitana de Palmas,2013,DIESEL,2.2596506986027767
Região Metropolitana de Palmas,2013,DIESEL S10,2.3937518248175143
Região Metropolitana de Palmas,2013,ALCOOL,2.242180940892657
Região Metropolitana de Palmas,2013,GASOLINA,3.0233808104886517
Região Metropolitana de Palmas,2014,DIESEL,2.4449739932885937
Região Metropolitana de Palmas,2014,DIESEL S10,2.558257636122167
Região Metropolitana de Palmas,2014,ALCOOL,2.325658747300203
Região Metropolitana de Palmas,2014,GASOLINA,3.083037642045438
Região Metropolitana de Palmas,2015,DIESEL,2.8203279932546184
Região Metropolitana de Palmas,2015,DIESEL S10,2.9607626628075145
Região Metropolitana de Palmas,2015,ALCOOL,2.6046584269662794
Região Metropolitana de Palmas,2015,GASOLINA,3.456104868913852
Região Metropolitana de Palmas,2016,DIESEL,3.0224642004773226
Região Metropolitana de Palmas,2016,DIESEL S10,3.1199049881235164
Região Metropolitana de Palmas,2016,ALCOOL,3.2376553398058143
Região Metropolitana de Palmas,2016,GASOLINA,3.8035604498593987
Região Metropolitana de Palmas,2016,GNV,3.049
Região Metropolitana de Palmas,2017,DIESEL,3.013238952536828
Região Metropolitana de Palmas,2017,DIESEL S10,3.082528344671191
Região Metropolitana de Palmas,2017,ALCOOL,3.3873484107579293
Região Metropolitana de Palmas,2017,GASOLINA,3.818273899033279
Região Metropolitana de Palmas,2018,DIESEL,3.4999274965800242
Região Metropolitana de Palmas,2018,DIESEL S10,3.536466375545848
Região Metropolitana de Palmas,2018,ALCOOL,3.628810707456965
Região Metropolitana de Palmas,2018,GASOLINA,4.639922056384722
Região Metropolitana de Palmas,2018,GNV,3.48
Região Metropolitana de Palmas,2019,DIESEL,3.6123062261753556
Região Metropolitana de Palmas,2019,DIESEL S10,3.6378482068390423
Região Metropolitana de Palmas,2019,ALCOOL,3.665414422241525
Região Metropolitana de Palmas,2019,GASOLINA,4.5501017488076085
Região Metropolitana de Palmas,2019,GNV,3.499
Região Metropolitana de Porto Alegre,2013,DIESEL,2.2901854645184243
Região Metropolitana de Porto Alegre,2013,DIESEL S10,2.477930478589395
Região Metropolitana de Porto Alegre,2013,ALCOOL,2.382465120810643
Região Metropolitana de Porto Alegre,2013,GASOLINA,2.786745768392756
Região Metropolitana de Porto Alegre,2013,GNV,2.007362666666687
Região Metropolitana de Porto Alegre,2014,DIESEL,2.436860850111844
Região Metropolitana de Porto Alegre,2014,DIESEL S10,2.642495747873986
Região Metropolitana de Porto Alegre,2014,ALCOOL,2.4027809474635995
Região Metropolitana de Porto Alegre,2014,GASOLINA,2.8798427717557136
Região Metropolitana de Porto Alegre,2014,GNV,2.162432879377434
Região Metropolitana de Porto Alegre,2015,DIESEL,2.6839436180422678
Região Metropolitana de Porto Alegre,2015,DIESEL S10,2.9079532592218302
Região Metropolitana de Porto Alegre,2015,ALCOOL,2.572006744604316
Região Metropolitana de Porto Alegre,2015,GASOLINA,3.2457412038060696
Região Metropolitana de Porto Alegre,2015,GNV,2.278381818181783
Região Metropolitana de Porto Alegre,2016,DIESEL,2.839297915265671
Região Metropolitana de Porto Alegre,2016,DIESEL S10,3.048445696475675
Região Metropolitana de Porto Alegre,2016,ALCOOL,3.413959113488791
Região Metropolitana de Porto Alegre,2016,GASOLINA,3.7648551159618613
Região Metropolitana de Porto Alegre,2016,GNV,2.608552046783622
Região Metropolitana de Porto Alegre,2017,DIESEL,2.8851953567383823
Região Metropolitana de Porto Alegre,2017,DIESEL S10,3.0617209359006115
Região Metropolitana de Porto Alegre,2017,ALCOOL,3.523637890394834
Região Metropolitana de Porto Alegre,2017,GASOLINA,3.747349044166207
Região Metropolitana de Porto Alegre,2017,GNV,2.6852880794702023
Região Metropolitana de Porto Alegre,2018,DIESEL,3.3125953642383754
Região Metropolitana de Porto Alegre,2018,DIESEL S10,3.4362325622461865
Região Metropolitana de Porto Alegre,2018,ALCOOL,3.9205757756563044
Região Metropolitana de Porto Alegre,2018,GASOLINA,4.4935215869311795
Região Metropolitana de Porto Alegre,2018,GNV,2.948370069605559
Região Metropolitana de Porto Alegre,2019,DIESEL,3.3915805763074003
Região Metropolitana de Porto Alegre,2019,DIESEL S10,3.525832535066594
Região Metropolitana de Porto Alegre,2019,ALCOOL,3.981850591289281
Região Metropolitana de Porto Alegre,2019,GASOLINA,4.418717123814417
Região Metropolitana de Porto Alegre,2019,GNV,3.444183419689133
Região Metropolitana de Porto Velho,2013,DIESEL,2.466316171617156
Região Metropolitana de Porto Velho,2013,DIESEL S10,2.6550632603406297
Região Metropolitana de Porto Velho,2013,ALCOOL,2.4091382113821003
Região Metropolitana de Porto Velho,2013,GASOLINA,3.0308120978120705
Região Metropolitana de Porto Velho,2014,DIESEL,2.7457297734627977
Região Metropolitana de Porto Velho,2014,DIESEL S10,2.851683982683982
Região Metropolitana de Porto Velho,2014,ALCOOL,2.5846287878787946
Região Metropolitana de Porto Velho,2014,GASOLINA,3.1810037509377325
Região Metropolitana de Porto Velho,2015,DIESEL,3.080978756884353
Região Metropolitana de Porto Velho,2015,DIESEL S10,3.187899244332493
Região Metropolitana de Porto Velho,2015,ALCOOL,2.68745321637428
Região Metropolitana de Porto Velho,2015,GASOLINA,3.5485761194029637
Região Metropolitana de Porto Velho,2016,DIESEL,3.280500514933061
Região Metropolitana de Porto Velho,2016,DIESEL S10,3.3807370967741925
Região Metropolitana de Porto Velho,2016,ALCOOL,3.338193502824852
Região Metropolitana de Porto Velho,2016,GASOLINA,3.794218627450961
Região Metropolitana de Porto Velho,2017,DIESEL,3.285908433734928
Região Metropolitana de Porto Velho,2017,DIESEL S10,3.4006845310596607
Região Metropolitana de Porto Velho,2017,ALCOOL,3.375500000000005
Região Metropolitana de Porto Velho,2017,GASOLINA,3.8324134615384375
Região Metropolitana de Porto Velho,2018,DIESEL,3.6435713012477637
Região Metropolitana de Porto Velho,2018,DIESEL S10,3.738133149678588
Região Metropolitana de Porto Velho,2018,ALCOOL,3.6060502152080356
Região Metropolitana de Porto Velho,2018,GASOLINA,4.401229254571016
Região Metropolitana de Porto Velho,2019,DIESEL,3.8153979686057276
Região Metropolitana de Porto Velho,2019,DIESEL S10,3.911199999999987
Região Metropolitana de Porto Velho,2019,ALCOOL,3.6739503649634897
Região Metropolitana de Porto Velho,2019,GASOLINA,4.45257801899594
Região Metropolitana de Porto Velho,2019,GNV,3.869
Região Metropolitana de Recife,2013,DIESEL S10,2.339609718741341
Região Metropolitana de Recife,2013,ALCOOL,2.257775307003034
Região Metropolitana de Recife,2013,GASOLINA,2.80187758363528
Região Metropolitana de Recife,2013,GNV,1.724377793799588
Região Metropolitana de Recife,2014,DIESEL S10,2.552905360886525
Região Metropolitana de Recife,2014,ALCOOL,2.361711726166612
Região Metropolitana de Recife,2014,GASOLINA,2.880436259541995
Região Metropolitana de Recife,2014,GNV,1.8098669991687044
Região Metropolitana de Recife,2015,DIESEL S10,2.830388789891524
Região Metropolitana de Recife,2015,ALCOOL,2.4353194634964197
Região Metropolitana de Recife,2015,GASOLINA,3.3104404069767726
Região Metropolitana de Recife,2015,GNV,2.0383634596695916
Região Metropolitana de Recife,2016,DIESEL S10,3.022410166079506
Região Metropolitana de Recife,2016,ALCOOL,2.943056568047338
Região Metropolitana de Recife,2016,GASOLINA,3.631930296127581
Região Metropolitana de Recife,2016,GNV,2.1223785900783088
Região Metropolitana de Recife,2017,DIESEL S10,3.0051836290071594
Região Metropolitana de Recife,2017,ALCOOL,2.921480858468664
Região Metropolitana de Recife,2017,GASOLINA,3.5555840312674545
Região Metropolitana de Recife,2017,GNV,2.229848368522059
Região Metropolitana de Recife,2018,DIESEL S10,3.4617733678458915
Região Metropolitana de Recife,2018,ALCOOL,3.19369774011303
Região Metropolitana de Recife,2018,GASOLINA,4.231549275006138
Região Metropolitana de Recife,2018,GNV,2.564744588744612
Região Metropolitana de Recife,2019,DIESEL S10,3.5840543270543495
Região Metropolitana de Recife,2019,ALCOOL,3.3460771276595973
Região Metropolitana de Recife,2019,GASOLINA,4.249876327590368
Região Metropolitana de Recife,2019,GNV,2.736148619957523
Região Metropolitana de Salvador,2013,DIESEL,2.2888595755182823
Região Metropolitana de Salvador,2013,DIESEL S10,2.4244328793774423
Região Metropolitana de Salvador,2013,ALCOOL,2.227572620215989
Região Metropolitana de Salvador,2013,GASOLINA,2.8893807592472043
Região Metropolitana de Salvador,2013,GNV,1.7587215447154456
Região Metropolitana de Salvador,2014,DIESEL,2.4721705750080165
Região Metropolitana de Salvador,2014,DIESEL S10,2.6298405281868993
Região Metropolitana de Salvador,2014,ALCOOL,2.3812098087483395
Região Metropolitana de Salvador,2014,GASOLINA,3.039448417132266
Região Metropolitana de Salvador,2014,GNV,1.897809523809526
Região Metropolitana de Salvador,2015,DIESEL,2.792825734549119
Região Metropolitana de Salvador,2015,DIESEL S10,2.9586285807291577
Região Metropolitana de Salvador,2015,ALCOOL,2.598901443592951
Região Metropolitana de Salvador,2015,GASOLINA,3.542165734265754
Região Metropolitana de Salvador,2015,GNV,2.18234919028341
Região Metropolitana de Salvador,2016,DIESEL,2.9946998355262884
Região Metropolitana de Salvador,2016,DIESEL S10,3.1214707100591506
Região Metropolitana de Salvador,2016,ALCOOL,3.008004584527192
Região Metropolitana de Salvador,2016,GASOLINA,3.7470158430781146
Região Metropolitana de Salvador,2016,GNV,2.3612496782496817
Região Metropolitana de Salvador,2017,DIESEL,3.0412218430033913
Região Metropolitana de Salvador,2017,DIESEL S10,3.1574953373560217
Região Metropolitana de Salvador,2017,ALCOOL,3.0079941618014687
Região Metropolitana de Salvador,2017,GASOLINA,3.7240983743226423
Região Metropolitana de Salvador,2017,GNV,2.345001432664757
Região Metropolitana de Salvador,2018,DIESEL,3.4059039345937534
Região Metropolitana de Salvador,2018,DIESEL S10,3.5050273224043527
Região Metropolitana de Salvador,2018,ALCOOL,3.3705010922534355
Região Metropolitana de Salvador,2018,GASOLINA,4.461172023614329
Região Metropolitana de Salvador,2018,GNV,2.6865524296675245
Região Metropolitana de Salvador,2019,DIESEL,3.539665744327599
Região Metropolitana de Salvador,2019,DIESEL S10,3.659906319045567
Região Metropolitana de Salvador,2019,ALCOOL,3.4500819145518506
Região Metropolitana de Salvador,2019,GASOLINA,4.4806349357449236
Região Metropolitana de Salvador,2019,GNV,3.1527565714285677
Região Metropolitana de São Paulo,2013,DIESEL,2.269316818589601
Região Metropolitana de São Paulo,2013,DIESEL S10,2.437822454653722
Região Metropolitana de São Paulo,2013,ALCOOL,1.8329243143862646
Região Metropolitana de São Paulo,2013,GASOLINA,2.7292353782130943
Região Metropolitana de São Paulo,2013,GNV,1.6320075093867574
Região Metropolitana de São Paulo,2014,DIESEL,2.451005578990364
Região Metropolitana de São Paulo,2014,DIESEL S10,2.627180498230998
Região Metropolitana de São Paulo,2014,ALCOOL,1.923211647214465
Região Metropolitana de São Paulo,2014,GASOLINA,2.8556762680777554
Região Metropolitana de São Paulo,2014,GNV,1.7376005167958621
Região Metropolitana de São Paulo,2015,DIESEL,2.7209712387519662
Região Metropolitana de São Paulo,2015,DIESEL S10,2.898008063552911
Região Metropolitana de São Paulo,2015,ALCOOL,2.070780926661236
Região Metropolitana de São Paulo,2015,GASOLINA,3.141017608384337
Região Metropolitana de São Paulo,2015,GNV,1.8735504643962617
Região Metropolitana de São Paulo,2016,DIESEL,2.922052832811939
Região Metropolitana de São Paulo,2016,DIESEL S10,3.0749786211349943
Região Metropolitana de São Paulo,2016,ALCOOL,2.4740066317303158
Região Metropolitana de São Paulo,2016,GASOLINA,3.46700023195409
Região Metropolitana de São Paulo,2016,GNV,2.0334714532871843
Região Metropolitana de São Paulo,2017,DIESEL,3.0187493350023575
Região Metropolitana de São Paulo,2017,DIESEL S10,3.18671695142112
Região Metropolitana de São Paulo,2017,ALCOOL,2.5053780988344894
Região Metropolitana de São Paulo,2017,GASOLINA,3.5186358163211406
Região Metropolitana de São Paulo,2017,GNV,2.1489778516057543
Região Metropolitana de São Paulo,2018,DIESEL,3.373782018659863
Região Metropolitana de São Paulo,2018,DIESEL S10,3.5084962290832498
Região Metropolitana de São Paulo,2018,ALCOOL,2.7184379511263286
Região Metropolitana de São Paulo,2018,GASOLINA,4.169903676918914
Região Metropolitana de São Paulo,2018,GNV,2.261014285714267
Região Metropolitana de São Paulo,2019,DIESEL,3.47452335205435
Região Metropolitana de São Paulo,2019,DIESEL S10,3.615288090188803
Região Metropolitana de São Paulo,2019,ALCOOL,2.7178972859249155
Região Metropolitana de São Paulo,2019,GASOLINA,4.125241622125919
Região Metropolitana de São Paulo,2019,GNV,2.910239861949936
Região Metropolitana do Rio de Janeiro,2013,DIESEL,2.2663326375711472
Região Metropolitana do Rio de Janeiro,2013,DIESEL S10,2.441382331106147
Região Metropolitana do Rio de Janeiro,2013,ALCOOL,2.271829855825267
Região Metropolitana do Rio de Janeiro,2013,GASOLINA,2.9677382815937015
Região Metropolitana do Rio de Janeiro,2013,GNV,1.6796749058972074
Região Metropolitana do Rio de Janeiro,2014,DIESEL,2.458611379665542
Região Metropolitana do Rio de Janeiro,2014,DIESEL S10,2.6636631379365703
Região Metropolitana do Rio de Janeiro,2014,ALCOOL,2.4361633668499234
Região Metropolitana do Rio de Janeiro,2014,GASOLINA,3.101196272598214
Região Metropolitana do Rio de Janeiro,2014,GNV,1.7247331628304192
Região Metropolitana do Rio de Janeiro,2015,DIESEL,2.7782330414702328
Região Metropolitana do Rio de Janeiro,2015,DIESEL S10,2.985065021297899
Região Metropolitana do Rio de Janeiro,2015,ALCOOL,2.681641942369338
Região Metropolitana do Rio de Janeiro,2015,GASOLINA,3.4864187826088457
Região Metropolitana do Rio de Janeiro,2015,GNV,1.8843850008081529
Região Metropolitana do Rio de Janeiro,2016,DIESEL,3.058402855767646
Região Metropolitana do Rio de Janeiro,2016,DIESEL S10,3.2329940058479907
Região Metropolitana do Rio de Janeiro,2016,ALCOOL,3.211989671277191
Região Metropolitana do Rio de Janeiro,2016,GASOLINA,3.8852608273794558
Região Metropolitana do Rio de Janeiro,2016,GNV,2.079553398058235
Região Metropolitana do Rio de Janeiro,2017,DIESEL,3.1882353185308507
Região Metropolitana do Rio de Janeiro,2017,DIESEL S10,3.3598621223857603
Região Metropolitana do Rio de Janeiro,2017,ALCOOL,3.283401648874324
Região Metropolitana do Rio de Janeiro,2017,GASOLINA,4.041887450407212
Região Metropolitana do Rio de Janeiro,2017,GNV,2.2154256903505773
Região Metropolitana do Rio de Janeiro,2018,DIESEL,3.5583433413151537
Região Metropolitana do Rio de Janeiro,2018,DIESEL S10,3.696650781162154
Região Metropolitana do Rio de Janeiro,2018,ALCOOL,3.5171440278123365
Região Metropolitana do Rio de Janeiro,2018,GASOLINA,4.833974191972807
Região Metropolitana do Rio de Janeiro,2018,GNV,2.6452420955457976
Região Metropolitana do Rio de Janeiro,2019,DIESEL,3.565543495145635
Região Metropolitana do Rio de Janeiro,2019,DIESEL S10,3.7250572170300815
Região Metropolitana do Rio de Janeiro,2019,ALCOOL,3.805197068663558
Região Metropolitana do Rio de Janeiro,2019,GASOLINA,4.832317528054484
Região Metropolitana do Rio de Janeiro,2019,GNV,3.0462077656675812
Região Metropolitana do Vale do Rio Cuiabá,2013,DIESEL,2.5204504103967307
Região Metropolitana do Vale do Rio Cuiabá,2013,DIESEL S10,2.7125939597315556
Região Metropolitana do Vale do Rio Cuiabá,2013,ALCOOL,1.9575615069194938
Região Metropolitana do Vale do Rio Cuiabá,2013,GASOLINA,2.964592621060647
Região Metropolitana do Vale do Rio Cuiabá,2013,GNV,1.9655894736842114
Região Metropolitana do Vale do Rio Cuiabá,2014,DIESEL,2.718730301665914
Região Metropolitana do Vale do Rio Cuiabá,2014,DIESEL S10,2.8906218309858707
Região Metropolitana do Vale do Rio Cuiabá,2014,ALCOOL,2.042142732811125
Região Metropolitana do Vale do Rio Cuiabá,2014,GASOLINA,3.0415263004940303
Região Metropolitana do Vale do Rio Cuiabá,2014,GNV,2.13667469879518
Região Metropolitana do Vale do Rio Cuiabá,2015,DIESEL,3.0713751160631153
Região Metropolitana do Vale do Rio Cuiabá,2015,DIESEL S10,3.2544987727049737
Região Metropolitana do Vale do Rio Cuiabá,2015,ALCOOL,2.077826109660536
Região Metropolitana do Vale do Rio Cuiabá,2015,GASOLINA,3.3318536012526683
Região Metropolitana do Vale do Rio Cuiabá,2015,GNV,2.334705882352942
Região Metropolitana do Vale do Rio Cuiabá,2016,DIESEL,3.2769435307017356
Região Metropolitana do Vale do Rio Cuiabá,2016,DIESEL S10,3.468857698961933
Região Metropolitana do Vale do Rio Cuiabá,2016,ALCOOL,2.5487572027239658
Região Metropolitana do Vale do Rio Cuiabá,2016,GASOLINA,3.7080733176225262
Região Metropolitana do Vale do Rio Cuiabá,2016,GNV,2.592484375000002
Região Metropolitana do Vale do Rio Cuiabá,2017,DIESEL,3.3603996437054358
Região Metropolitana do Vale do Rio Cuiabá,2017,DIESEL S10,3.509795012679598
Região Metropolitana do Vale do Rio Cuiabá,2017,ALCOOL,2.3957233560091042
Região Metropolitana do Vale do Rio Cuiabá,2017,GASOLINA,3.7235238095238676
Região Metropolitana do Vale do Rio Cuiabá,2017,GNV,2.677428571428575
Região Metropolitana do Vale do Rio Cuiabá,2018,DIESEL,3.717952333166092
Região Metropolitana do Vale do Rio Cuiabá,2018,DIESEL S10,3.8165115316380174
Região Metropolitana do Vale do Rio Cuiabá,2018,ALCOOL,2.6236210325857385
Região Metropolitana do Vale do Rio Cuiabá,2018,GASOLINA,4.420785427666243
Região Metropolitana do Vale do Rio Cuiabá,2018,GNV,2.706717948717947
Região Metropolitana do Vale do Rio Cuiabá,2019,DIESEL,3.8421454643048913
Região Metropolitana do Vale do Rio Cuiabá,2019,DIESEL S10,3.9074010335917744
Região Metropolitana do Vale do Rio Cuiabá,2019,ALCOOL,2.5324053776683457
Região Metropolitana do Vale do Rio Cuiabá,2019,GASOLINA,4.423659311198175
Região Metropolitana do Vale do Rio Cuiabá,2019,GNV,2.924
Rio Branco,2013,DIESEL,2.7114205128204896
Rio Branco,2013,DIESEL S10,2.8083781512605
Rio Branco,2013,ALCOOL,2.6285793103448105
Rio Branco,2013,GASOLINA,3.207434042553204
Rio Branco,2014,DIESEL,2.9631464393179554
Rio Branco,2014,DIESEL S10,3.0617707509881207
Rio Branco,2014,ALCOOL,2.8189817578772893
Rio Branco,2014,GASOLINA,3.345793650793639
Rio Branco,2015,DIESEL,3.31672857142856
Rio Branco,2015,DIESEL S10,3.418256097560983
Rio Branco,2015,ALCOOL,3.039746971736204
Rio Branco,2015,GASOLINA,3.7820386343216454
Rio Branco,2016,DIESEL,3.5242891089109003
Rio Branco,2016,DIESEL S10,3.617909743589734
Rio Branco,2016,ALCOOL,3.330559888579373
Rio Branco,2016,GASOLINA,4.026330197554083
Rio Branco,2017,DIESEL,3.7743873441994222
Rio Branco,2017,DIESEL S10,3.8547181467181506
Rio Branco,2017,ALCOOL,3.6414228432563713
Rio Branco,2017,GASOLINA,4.283359633027548
Rio Branco,2018,DIESEL,4.2187042857142085
Rio Branco,2018,DIESEL S10,4.283012622720884
Rio Branco,2018,ALCOOL,3.914697894736799
Rio Branco,2018,GASOLINA,4.92349324324319
Rio Branco,2019,DIESEL,4.353933518005525
Rio Branco,2019,DIESEL S10,4.40483068417416
Rio Branco,2019,ALCOOL,3.929687645687617
Rio Branco,2019,GASOLINA,4.7959895013123
