Marca_Cod,Modelo_Cod,Ano,Chave_A
35,2758,2014,35-2758-2014
35,2758,2013,35-2758-2013
35,2758,2012,35-2758-2012
35,2758,2011,35-2758-2011
35,2758,2010,35-2758-2010
35,2758,2009,35-2758-2009
35,2758,2008,35-2758-2008
35,2758,2007,35-2758-2007
35,2758,2006,35-2758-2006
35,2758,2005,35-2758-2005
35,2758,2004,35-2758-2004
35,2758,2003,35-2758-2003
35,2758,2002,35-2758-2002
35,2758,2001,35-2758-2001
35,2758,2000,35-2758-2000
35,2758,1999,35-2758-1999
35,2758,1998,35-2758-1998
35,2758,1997,35-2758-1997
35,2758,1996,35-2758-1996
35,2758,1995,35-2758-1995
35,2758,1994,35-2758-1994
35,2758,1993,35-2758-1993
35,2758,1992,35-2758-1992
35,2759,2018,35-2759-2018
35,2759,2017,35-2759-2017
35,2759,2016,35-2759-2016
35,2759,2015,35-2759-2015
35,2759,2014,35-2759-2014
35,2759,2013,35-2759-2013
35,2759,2012,35-2759-2012
35,2759,2011,35-2759-2011
35,2759,2010,35-2759-2010
35,2759,2009,35-2759-2009
35,2759,2008,35-2759-2008
35,2759,2007,35-2759-2007
35,2759,2006,35-2759-2006
35,2759,2005,35-2759-2005
35,2759,2004,35-2759-2004
35,2759,2003,35-2759-2003
35,2759,2002,35-2759-2002
35,2759,2001,35-2759-2001
35,2759,2000,35-2759-2000
35,2759,1999,35-2759-1999
35,2759,1998,35-2759-1998
35,2759,1997,35-2759-1997
35,2759,1996,35-2759-1996
35,2759,1995,35-2759-1995
35,2759,1994,35-2759-1994
35,2759,1993,35-2759-1993
35,2759,1992,35-2759-1992
36,475,2022,36-475-2022
36,475,2021,36-475-2021
36,475,2020,36-475-2020
36,475,2019,36-475-2019
36,475,2018,36-475-2018
36,475,2017,36-475-2017
36,475,2016,36-475-2016
36,475,2015,36-475-2015
36,475,2014,36-475-2014
36,475,2013,36-475-2013
36,475,2012,36-475-2012
36,475,2011,36-475-2011
36,475,2010,36-475-2010
36,475,2009,36-475-2009
36,475,2008,36-475-2008
36,475,2007,36-475-2007
36,475,2006,36-475-2006
36,475,2005,36-475-2005
36,475,2004,36-475-2004
36,475,2003,36-475-2003
36,475,2002,36-475-2002
36,475,2001,36-475-2001
36,475,2000,36-475-2000
36,475,1999,36-475-1999
36,475,1998,36-475-1998
36,475,1997,36-475-1997
36,475,1996,36-475-1996
36,475,1995,36-475-1995
36,475,1994,36-475-1994
36,475,1993,36-475-1993
36,475,1989,36-475-1989
36,475,1988,36-475-1988
36,475,1987,36-475-1987
36,475,1986,36-475-1986
36,475,1985,36-475-1985
36,475,1984,36-475-1984
36,475,1983,36-475-1983
36,475,1982,36-475-1982
36,475,1981,36-475-1981
36,793,2022,36-793-2022
36,793,2021,36-793-2021
36,793,2020,36-793-2020
36,793,2019,36-793-2019
36,793,2018,36-793-2018
36,793,2017,36-793-2017
36,793,2016,36-793-2016
36,793,2015,36-793-2015
36,793,2014,36-793-2014
36,793,2013,36-793-2013
36,793,2012,36-793-2012
36,793,2011,36-793-2011
36,793,2010,36-793-2010
36,793,2009,36-793-2009
36,793,2008,36-793-2008
36,793,2007,36-793-2007
36,793,2006,36-793-2006
36,793,2005,36-793-2005
36,793,2004,36-793-2004
36,793,2003,36-793-2003
36,793,2002,36-793-2002
36,793,2001,36-793-2001
36,793,2000,36-793-2000
36,793,1999,36-793-1999
36,793,1998,36-793-1998
36,793,1997,36-793-1997
36,793,1996,36-793-1996
36,793,1995,36-793-1995
36,793,1994,36-793-1994
36,793,1993,36-793-1993
36,793,1992,36-793-1992
36,793,1991,36-793-1991
36,793,1990,36-793-1990
36,793,1989,36-793-1989
36,793,1988,36-793-1988
36,793,1987,36-793-1987
36,793,1986,36-793-1986
36,793,1985,36-793-1985
36,793,1984,36-793-1984
36,793,1983,36-793-1983
36,793,1982,36-793-1982
36,829,2022,36-829-2022
36,829,2021,36-829-2021
36,829,2020,36-829-2020
36,829,2019,36-829-2019
36,829,2004,36-829-2004
36,829,2003,36-829-2003
36,829,2002,36-829-2002
36,829,2001,36-829-2001
36,829,2000,36-829-2000
36,829,1999,36-829-1999
36,829,1998,36-829-1998
36,829,1997,36-829-1997
36,829,1996,36-829-1996
36,829,1995,36-829-1995
36,829,1994,36-829-1994
36,829,1993,36-829-1993
36,829,1992,36-829-1992
36,829,1991,36-829-1991
36,829,1990,36-829-1990
36,829,1989,36-829-1989
36,829,1988,36-829-1988
36,829,1987,36-829-1987
36,829,1986,36-829-1986
36,829,1985,36-829-1985
36,829,1984,36-829-1984
36,829,1983,36-829-1983
36,829,1982,36-829-1982
36,829,1981,36-829-1981
36,478,2003,36-478-2003
36,478,2002,36-478-2002
36,478,2001,36-478-2001
36,478,2000,36-478-2000
36,478,1999,36-478-1999
36,478,1998,36-478-1998
36,478,1997,36-478-1997
36,478,1996,36-478-1996
36,478,1995,36-478-1995
36,478,1994,36-478-1994
36,478,1993,36-478-1993
36,478,1992,36-478-1992
36,478,1991,36-478-1991
36,478,1990,36-478-1990
36,478,1989,36-478-1989
36,478,1988,36-478-1988
36,478,1987,36-478-1987
36,478,1986,36-478-1986
36,478,1985,36-478-1985
36,478,1984,36-478-1984
36,478,1983,36-478-1983
36,478,1982,36-478-1982
36,478,1981,36-478-1981
36,479,2022,36-479-2022
36,479,2021,36-479-2021
36,479,2020,36-479-2020
36,479,2019,36-479-2019
36,479,2018,36-479-2018
36,479,2017,36-479-2017
36,479,2012,36-479-2012
36,479,2011,36-479-2011
36,479,2010,36-479-2010
36,479,2009,36-479-2009
36,479,2008,36-479-2008
36,479,2007,36-479-2007
36,479,2006,36-479-2006
36,479,2005,36-479-2005
36,479,2004,36-479-2004
36,479,2003,36-479-2003
36,479,2002,36-479-2002
36,479,2001,36-479-2001
36,479,2000,36-479-2000
36,479,1999,36-479-1999
36,479,1998,36-479-1998
36,479,1997,36-479-1997
36,479,1992,36-479-1992
36,479,1991,36-479-1991
36,479,1990,36-479-1990
36,479,1989,36-479-1989
36,479,1988,36-479-1988
36,775,2022,36-775-2022
36,775,2021,36-775-2021
36,775,2020,36-775-2020
36,775,2019,36-775-2019
36,775,2018,36-775-2018
36,775,2017,36-775-2017
36,775,2016,36-775-2016
36,775,2015,36-775-2015
36,775,2014,36-775-2014
36,775,2013,36-775-2013
36,775,2012,36-775-2012
36,775,2011,36-775-2011
36,775,2010,36-775-2010
36,775,2009,36-775-2009
36,775,2008,36-775-2008
36,775,2007,36-775-2007
36,775,2006,36-775-2006
36,775,2005,36-775-2005
36,775,2004,36-775-2004
36,775,2003,36-775-2003
36,775,2002,36-775-2002
36,775,2001,36-775-2001
36,775,2000,36-775-2000
36,775,1999,36-775-1999
36,775,1984,36-775-1984
36,775,1983,36-775-1983
36,775,1982,36-775-1982
36,775,1981,36-775-1981
36,481,2022,36-481-2022
36,481,2021,36-481-2021
36,481,2020,36-481-2020
36,481,2019,36-481-2019
36,481,2018,36-481-2018
36,481,2017,36-481-2017
36,481,2016,36-481-2016
36,481,2015,36-481-2015
36,481,2014,36-481-2014
36,481,2013,36-481-2013
36,481,2012,36-481-2012
36,481,2011,36-481-2011
36,481,2010,36-481-2010
36,481,2009,36-481-2009
36,481,1993,36-481-1993
36,481,1992,36-481-1992
36,481,1991,36-481-1991
36,481,1990,36-481-1990
36,481,1989,36-481-1989
36,481,1988,36-481-1988
36,481,1987,36-481-1987
36,481,1986,36-481-1986
36,481,1985,36-481-1985
36,481,1984,36-481-1984
36,481,1983,36-481-1983
36,481,1982,36-481-1982
36,481,1981,36-481-1981
36,482,2022,36-482-2022
36,482,2021,36-482-2021
36,482,2020,36-482-2020
36,482,2019,36-482-2019
36,482,2018,36-482-2018
36,482,2017,36-482-2017
36,482,2016,36-482-2016
36,482,2015,36-482-2015
36,482,2014,36-482-2014
36,482,2013,36-482-2013
36,482,2012,36-482-2012
36,482,2011,36-482-2011
36,482,2010,36-482-2010
36,482,2009,36-482-2009
36,482,2008,36-482-2008
36,482,2007,36-482-2007
36,482,2006,36-482-2006
36,482,2005,36-482-2005
36,482,2004,36-482-2004
36,482,2003,36-482-2003
36,482,2002,36-482-2002
36,482,2001,36-482-2001
36,482,2000,36-482-2000
36,482,1999,36-482-1999
36,482,1998,36-482-1998
36,482,1996,36-482-1996
36,482,1991,36-482-1991
36,482,1990,36-482-1990
36,482,1989,36-482-1989
36,482,1988,36-482-1988
36,482,1987,36-482-1987
36,482,1986,36-482-1986
36,482,1985,36-482-1985
36,482,1984,36-482-1984
36,482,1983,36-482-1983
36,482,1982,36-482-1982
36,482,1981,36-482-1981
36,2638,2022,36-2638-2022
36,2638,2021,36-2638-2021
36,2638,2020,36-2638-2020
36,2638,2019,36-2638-2019
36,2638,2014,36-2638-2014
36,2638,2013,36-2638-2013
36,2638,2012,36-2638-2012
36,2638,2011,36-2638-2011
36,2638,2010,36-2638-2010
36,2638,2009,36-2638-2009
36,2638,2008,36-2638-2008
36,2638,2007,36-2638-2007
36,2638,2006,36-2638-2006
36,2638,2005,36-2638-2005
36,2638,2004,36-2638-2004
36,2638,2003,36-2638-2003
36,2638,2002,36-2638-2002
36,2638,2001,36-2638-2001
36,2638,2000,36-2638-2000
36,2638,1999,36-2638-1999
36,2638,1998,36-2638-1998
36,2638,1997,36-2638-1997
36,2638,1996,36-2638-1996
36,2638,1995,36-2638-1995
36,2638,1994,36-2638-1994
36,2638,1993,36-2638-1993
36,2638,1992,36-2638-1992
36,2638,1991,36-2638-1991
36,2638,1990,36-2638-1990
36,2638,1989,36-2638-1989
36,2638,1988,36-2638-1988
36,2638,1987,36-2638-1987
36,2638,1986,36-2638-1986
36,2638,1985,36-2638-1985
36,2638,1984,36-2638-1984
36,2638,1983,36-2638-1983
36,2638,1982,36-2638-1982
36,2638,1981,36-2638-1981
36,776,2022,36-776-2022
36,776,2021,36-776-2021
36,776,2020,36-776-2020
36,776,2019,36-776-2019
36,776,2018,36-776-2018
36,776,2017,36-776-2017
36,776,2016,36-776-2016
36,776,2015,36-776-2015
36,776,2001,36-776-2001
36,776,1998,36-776-1998
36,776,1997,36-776-1997
36,776,1996,36-776-1996
36,776,1995,36-776-1995
36,776,1994,36-776-1994
36,776,1993,36-776-1993
36,776,1992,36-776-1992
36,776,1991,36-776-1991
36,776,1990,36-776-1990
36,776,1989,36-776-1989
36,776,1988,36-776-1988
36,777,2022,36-777-2022
36,777,2021,36-777-2021
36,777,2020,36-777-2020
36,777,2019,36-777-2019
36,777,2018,36-777-2018
36,777,2017,36-777-2017
36,777,2016,36-777-2016
36,777,2015,36-777-2015
36,777,1998,36-777-1998
36,777,1997,36-777-1997
36,777,1996,36-777-1996
36,777,1995,36-777-1995
36,777,1994,36-777-1994
36,777,1993,36-777-1993
36,777,1992,36-777-1992
36,777,1991,36-777-1991
36,777,1990,36-777-1990
36,777,1989,36-777-1989
36,777,1988,36-777-1988
36,777,1987,36-777-1987
36,777,1986,36-777-1986
36,777,1985,36-777-1985
36,777,1984,36-777-1984
36,777,1983,36-777-1983
36,777,1982,36-777-1982
36,777,1981,36-777-1981
36,778,2022,36-778-2022
36,778,2021,36-778-2021
36,778,2020,36-778-2020
36,778,2019,36-778-2019
36,778,2018,36-778-2018
36,778,2017,36-778-2017
36,778,2016,36-778-2016
36,778,2015,36-778-2015
36,778,2014,36-778-2014
36,778,2013,36-778-2013
36,778,2012,36-778-2012
36,778,2011,36-778-2011
36,778,2010,36-778-2010
36,778,2009,36-778-2009
36,778,2008,36-778-2008
36,778,2007,36-778-2007
36,778,2006,36-778-2006
36,778,2005,36-778-2005
36,778,2004,36-778-2004
36,778,2003,36-778-2003
36,778,2002,36-778-2002
36,778,2001,36-778-2001
36,778,1997,36-778-1997
36,778,1996,36-778-1996
36,778,1983,36-778-1983
36,778,1982,36-778-1982
36,778,1981,36-778-1981
36,484,2022,36-484-2022
36,484,2021,36-484-2021
36,484,2020,36-484-2020
36,484,2019,36-484-2019
36,484,2018,36-484-2018
36,484,2017,36-484-2017
36,484,2016,36-484-2016
36,484,2015,36-484-2015
36,484,2014,36-484-2014
36,484,2013,36-484-2013
36,484,2012,36-484-2012
36,484,2011,36-484-2011
36,484,2010,36-484-2010
36,484,2009,36-484-2009
36,484,2008,36-484-2008
36,484,2007,36-484-2007
36,484,2006,36-484-2006
36,484,2005,36-484-2005
36,484,2004,36-484-2004
36,484,2003,36-484-2003
36,484,2002,36-484-2002
36,484,2001,36-484-2001
36,484,2000,36-484-2000
36,484,1999,36-484-1999
36,484,1998,36-484-1998
36,484,1992,36-484-1992
36,484,1991,36-484-1991
36,484,1990,36-484-1990
36,484,1989,36-484-1989
36,484,1988,36-484-1988
36,484,1987,36-484-1987
36,484,1986,36-484-1986
36,484,1985,36-484-1985
36,484,1984,36-484-1984
36,484,1983,36-484-1983
36,484,1982,36-484-1982
36,484,1981,36-484-1981
36,486,2022,36-486-2022
36,486,2021,36-486-2021
36,486,2020,36-486-2020
36,486,2019,36-486-2019
36,486,2018,36-486-2018
36,486,2017,36-486-2017
36,486,2016,36-486-2016
36,486,2015,36-486-2015
36,486,2014,36-486-2014
36,486,1997,36-486-1997
36,486,1996,36-486-1996
36,486,1995,36-486-1995
36,486,1994,36-486-1994
36,486,1993,36-486-1993
36,486,1992,36-486-1992
36,486,1991,36-486-1991
36,486,1990,36-486-1990
36,486,1989,36-486-1989
36,486,1988,36-486-1988
36,486,1987,36-486-1987
36,486,1986,36-486-1986
36,486,1985,36-486-1985
36,486,1984,36-486-1984
36,486,1983,36-486-1983
36,486,1982,36-486-1982
36,486,1981,36-486-1981
36,487,2022,36-487-2022
36,487,2021,36-487-2021
36,487,2020,36-487-2020
36,487,1996,36-487-1996
36,487,1995,36-487-1995
36,487,1994,36-487-1994
36,487,1993,36-487-1993
36,487,1992,36-487-1992
36,487,1991,36-487-1991
36,487,1990,36-487-1990
36,487,1989,36-487-1989
36,487,1988,36-487-1988
36,487,1987,36-487-1987
36,487,1986,36-487-1986
36,487,1985,36-487-1985
36,487,1984,36-487-1984
36,487,1983,36-487-1983
36,487,1982,36-487-1982
36,1072,2022,36-1072-2022
36,1072,2021,36-1072-2021
36,1072,2020,36-1072-2020
36,1072,2019,36-1072-2019
36,1072,2018,36-1072-2018
36,1072,2017,36-1072-2017
36,1072,2016,36-1072-2016
36,1072,2015,36-1072-2015
36,1072,2014,36-1072-2014
36,1072,2013,36-1072-2013
36,1072,2008,36-1072-2008
36,1072,2007,36-1072-2007
36,1072,2006,36-1072-2006
36,1072,2005,36-1072-2005
36,1072,2004,36-1072-2004
36,1072,2003,36-1072-2003
36,1072,2002,36-1072-2002
36,1072,2001,36-1072-2001
36,1072,2000,36-1072-2000
36,1072,1999,36-1072-1999
36,1072,1998,36-1072-1998
36,1072,1997,36-1072-1997
36,1072,1996,36-1072-1996
36,1072,1995,36-1072-1995
36,1072,1994,36-1072-1994
36,1072,1993,36-1072-1993
36,1072,1992,36-1072-1992
36,1072,1991,36-1072-1991
36,1072,1990,36-1072-1990
36,1072,1989,36-1072-1989
36,1072,1988,36-1072-1988
36,1072,1987,36-1072-1987
36,1072,1986,36-1072-1986
36,1072,1985,36-1072-1985
36,1072,1984,36-1072-1984
36,1072,1983,36-1072-1983
36,1072,1982,36-1072-1982
36,1072,1981,36-1072-1981
36,488,2022,36-488-2022
36,488,2021,36-488-2021
36,488,2020,36-488-2020
36,488,2019,36-488-2019
36,488,2018,36-488-2018
36,488,2017,36-488-2017
36,488,2016,36-488-2016
36,488,1990,36-488-1990
36,488,1989,36-488-1989
36,488,1988,36-488-1988
36,488,1987,36-488-1987
36,488,1986,36-488-1986
36,488,1985,36-488-1985
36,488,1984,36-488-1984
36,488,1983,36-488-1983
36,488,1982,36-488-1982
36,488,1981,36-488-1981
36,491,2022,36-491-2022
36,491,2021,36-491-2021
36,491,2020,36-491-2020
36,491,2019,36-491-2019
36,491,2018,36-491-2018
36,491,2017,36-491-2017
36,491,2016,36-491-2016
36,491,2015,36-491-2015
36,491,2002,36-491-2002
36,491,2001,36-491-2001
36,491,2000,36-491-2000
36,491,1999,36-491-1999
36,491,1998,36-491-1998
36,491,1997,36-491-1997
36,491,1996,36-491-1996
36,491,1995,36-491-1995
36,491,1994,36-491-1994
36,491,1993,36-491-1993
36,491,1992,36-491-1992
36,491,1991,36-491-1991
36,491,1990,36-491-1990
36,491,1989,36-491-1989
36,491,1988,36-491-1988
36,491,1987,36-491-1987
36,491,1986,36-491-1986
36,491,1985,36-491-1985
36,491,1984,36-491-1984
36,491,1983,36-491-1983
36,491,1982,36-491-1982
36,491,1981,36-491-1981
36,490,2022,36-490-2022
36,490,2021,36-490-2021
36,490,2020,36-490-2020
36,490,2019,36-490-2019
36,490,2018,36-490-2018
36,490,2017,36-490-2017
36,490,2016,36-490-2016
36,490,2015,36-490-2015
36,490,2014,36-490-2014
36,490,2013,36-490-2013
36,490,2012,36-490-2012
36,490,2011,36-490-2011
36,490,2010,36-490-2010
36,490,2009,36-490-2009
36,490,2008,36-490-2008
36,490,2007,36-490-2007
36,490,2006,36-490-2006
36,490,2005,36-490-2005
36,490,2004,36-490-2004
36,490,2003,36-490-2003
36,490,1995,36-490-1995
36,490,1994,36-490-1994
36,490,1993,36-490-1993
36,490,1992,36-490-1992
36,490,1991,36-490-1991
36,490,1990,36-490-1990
36,490,1989,36-490-1989
36,490,1988,36-490-1988
36,490,1987,36-490-1987
36,490,1986,36-490-1986
36,490,1985,36-490-1985
36,490,1984,36-490-1984
36,490,1983,36-490-1983
36,490,1982,36-490-1982
36,490,1981,36-490-1981
36,492,2022,36-492-2022
36,492,2021,36-492-2021
36,492,2020,36-492-2020
36,492,2019,36-492-2019
36,492,2018,36-492-2018
36,492,2017,36-492-2017
36,492,2016,36-492-2016
36,492,2015,36-492-2015
36,492,2001,36-492-2001
36,492,2000,36-492-2000
36,492,1999,36-492-1999
36,492,1998,36-492-1998
36,492,1997,36-492-1997
36,492,1996,36-492-1996
36,492,1995,36-492-1995
36,492,1994,36-492-1994
36,492,1993,36-492-1993
36,492,1992,36-492-1992
36,492,1991,36-492-1991
36,492,1990,36-492-1990
36,492,1989,36-492-1989
36,492,1988,36-492-1988
36,492,1987,36-492-1987
36,492,1986,36-492-1986
36,492,1985,36-492-1985
36,492,1984,36-492-1984
36,492,1983,36-492-1983
36,492,1982,36-492-1982
36,492,1981,36-492-1981
36,494,2022,36-494-2022
36,494,2021,36-494-2021
36,494,2020,36-494-2020
36,494,2019,36-494-2019
36,494,2018,36-494-2018
36,494,2017,36-494-2017
36,494,2016,36-494-2016
36,494,2015,36-494-2015
36,494,2014,36-494-2014
36,494,2013,36-494-2013
36,494,2012,36-494-2012
36,494,2011,36-494-2011
36,494,2010,36-494-2010
36,494,2009,36-494-2009
36,494,2008,36-494-2008
36,494,2007,36-494-2007
36,494,2006,36-494-2006
36,494,2005,36-494-2005
36,494,2004,36-494-2004
36,494,2003,36-494-2003
36,494,1984,36-494-1984
36,494,1983,36-494-1983
36,494,1982,36-494-1982
36,494,1981,36-494-1981
36,779,2022,36-779-2022
36,779,2021,36-779-2021
36,779,2020,36-779-2020
36,779,2019,36-779-2019
36,779,2018,36-779-2018
36,779,2017,36-779-2017
36,779,2016,36-779-2016
36,779,2015,36-779-2015
36,779,2014,36-779-2014
36,779,2013,36-779-2013
36,779,2012,36-779-2012
36,779,2011,36-779-2011
36,779,2010,36-779-2010
36,779,2001,36-779-2001
36,779,2000,36-779-2000
36,779,1984,36-779-1984
36,779,1983,36-779-1983
36,779,1982,36-779-1982
36,779,1981,36-779-1981
36,1061,2022,36-1061-2022
36,1061,2021,36-1061-2021
36,1061,2020,36-1061-2020
36,1061,2019,36-1061-2019
36,1061,2018,36-1061-2018
36,1061,2017,36-1061-2017
36,1061,2016,36-1061-2016
36,1061,2015,36-1061-2015
36,1061,2014,36-1061-2014
36,1061,2013,36-1061-2013
36,1061,2012,36-1061-2012
36,1061,2011,36-1061-2011
36,1061,2010,36-1061-2010
36,1061,2009,36-1061-2009
36,1061,2008,36-1061-2008
36,1061,2007,36-1061-2007
36,1061,2006,36-1061-2006
36,1061,2005,36-1061-2005
36,1061,2004,36-1061-2004
36,1061,2003,36-1061-2003
36,1061,2002,36-1061-2002
36,1061,2001,36-1061-2001
36,1061,2000,36-1061-2000
36,1061,1999,36-1061-1999
36,1061,1998,36-1061-1998
36,1061,1997,36-1061-1997
36,1061,1996,36-1061-1996
36,1061,1995,36-1061-1995
36,1061,1994,36-1061-1994
36,1061,1993,36-1061-1993
36,1061,1992,36-1061-1992
36,1061,1991,36-1061-1991
36,1061,1990,36-1061-1990
36,1061,1989,36-1061-1989
36,1061,1988,36-1061-1988
36,1061,1987,36-1061-1987
36,1061,1986,36-1061-1986
36,1061,1985,36-1061-1985
36,1061,1984,36-1061-1984
36,1061,1983,36-1061-1983
36,1061,1982,36-1061-1982
36,1061,1981,36-1061-1981
36,2519,2022,36-2519-2022
36,2519,2013,36-2519-2013
36,2519,2012,36-2519-2012
36,2519,2011,36-2519-2011
36,2519,2010,36-2519-2010
36,2519,2009,36-2519-2009
36,2519,2008,36-2519-2008
36,2519,2007,36-2519-2007
36,2519,2006,36-2519-2006
36,2519,2005,36-2519-2005
36,2519,2004,36-2519-2004
36,2519,2003,36-2519-2003
36,2519,2002,36-2519-2002
36,2519,2001,36-2519-2001
36,2519,2000,36-2519-2000
36,2519,1999,36-2519-1999
36,2519,1998,36-2519-1998
36,2519,1997,36-2519-1997
36,2519,1996,36-2519-1996
36,2519,1995,36-2519-1995
36,2519,1994,36-2519-1994
36,2519,1993,36-2519-1993
36,2519,1992,36-2519-1992
36,2519,1991,36-2519-1991
36,2519,1990,36-2519-1990
36,2519,1989,36-2519-1989
36,2519,1988,36-2519-1988
36,2519,1987,36-2519-1987
36,2519,1986,36-2519-1986
36,2519,1985,36-2519-1985
36,2519,1984,36-2519-1984
36,2519,1983,36-2519-1983
36,2519,1982,36-2519-1982
36,2519,1981,36-2519-1981
36,1037,2022,36-1037-2022
36,1037,2021,36-1037-2021
36,1037,2020,36-1037-2020
36,1037,2019,36-1037-2019
36,1037,2018,36-1037-2018
36,1037,2017,36-1037-2017
36,1037,2016,36-1037-2016
36,1037,2015,36-1037-2015
36,1037,2014,36-1037-2014
36,1037,2013,36-1037-2013
36,1037,2012,36-1037-2012
36,1037,2011,36-1037-2011
36,1037,2010,36-1037-2010
36,1037,2009,36-1037-2009
36,1037,2008,36-1037-2008
36,1037,2007,36-1037-2007
36,1037,2006,36-1037-2006
36,1037,2005,36-1037-2005
36,1037,2004,36-1037-2004
36,1037,2003,36-1037-2003
36,1037,2002,36-1037-2002
36,1037,2001,36-1037-2001
36,1037,2000,36-1037-2000
36,1037,1999,36-1037-1999
36,1037,1998,36-1037-1998
36,1037,1997,36-1037-1997
36,1037,1996,36-1037-1996
36,1037,1995,36-1037-1995
36,1037,1994,36-1037-1994
36,1037,1993,36-1037-1993
36,1037,1992,36-1037-1992
36,1037,1991,36-1037-1991
36,1037,1990,36-1037-1990
36,1037,1989,36-1037-1989
36,1037,1988,36-1037-1988
36,1037,1987,36-1037-1987
36,1037,1986,36-1037-1986
36,1037,1985,36-1037-1985
36,1037,1984,36-1037-1984
36,1037,1983,36-1037-1983
36,1037,1982,36-1037-1982
36,1037,1981,36-1037-1981
36,2750,2017,36-2750-2017
36,2750,2016,36-2750-2016
36,2750,2015,36-2750-2015
36,2750,2014,36-2750-2014
36,2750,2013,36-2750-2013
36,2750,2012,36-2750-2012
36,2750,2011,36-2750-2011
36,2750,2010,36-2750-2010
36,2750,2009,36-2750-2009
36,2750,2008,36-2750-2008
36,2750,2007,36-2750-2007
36,2750,2006,36-2750-2006
36,2750,2005,36-2750-2005
36,2750,2004,36-2750-2004
36,2750,2003,36-2750-2003
36,2750,2002,36-2750-2002
36,2750,2001,36-2750-2001
36,2750,2000,36-2750-2000
36,2750,1999,36-2750-1999
36,2750,1998,36-2750-1998
36,2750,1997,36-2750-1997
36,2750,1996,36-2750-1996
36,2750,1995,36-2750-1995
36,2750,1994,36-2750-1994
36,2750,1993,36-2750-1993
36,2750,1992,36-2750-1992
36,2750,1991,36-2750-1991
36,2750,1990,36-2750-1990
36,2750,1989,36-2750-1989
36,2750,1988,36-2750-1988
36,2750,1987,36-2750-1987
36,2750,1986,36-2750-1986
36,2750,1985,36-2750-1985
36,2750,1984,36-2750-1984
36,2750,1983,36-2750-1983
36,2750,1982,36-2750-1982
36,2750,1981,36-2750-1981
36,495,2007,36-495-2007
36,495,2006,36-495-2006
36,495,2005,36-495-2005
36,495,2004,36-495-2004
36,495,2003,36-495-2003
36,495,2002,36-495-2002
36,495,2001,36-495-2001
36,495,2000,36-495-2000
36,495,1999,36-495-1999
36,495,1998,36-495-1998
36,495,1997,36-495-1997
36,495,1996,36-495-1996
36,495,1995,36-495-1995
36,495,1994,36-495-1994
36,495,1993,36-495-1993
36,495,1992,36-495-1992
36,495,1991,36-495-1991
36,495,1982,36-495-1982
36,495,1981,36-495-1981
38,854,2021,38-854-2021
38,854,2020,38-854-2020
38,854,2019,38-854-2019
38,854,2018,38-854-2018
38,854,2017,38-854-2017
38,854,2016,38-854-2016
38,854,2015,38-854-2015
38,854,2014,38-854-2014
38,854,2013,38-854-2013
38,854,2012,38-854-2012
38,854,2011,38-854-2011
38,854,2010,38-854-2010
38,854,2009,38-854-2009
5,134,2022,5-134-2022
5,548,2022,5-548-2022
5,135,2022,5-135-2022
5,136,2022,5-136-2022
14,214,2022,14-214-2022
14,215,2022,14-215-2022
